Xl,Yl,Xr,Yr,Al,Ar,A,C,Ok,Distancia(mm)
500,-50,500,50,1,1,1,0,0,5.46487
500,-50,500,150,1,1,1,0,0,1.01154
500,-50,500,250,1,1,1,0,0,2.9692
500,-50,500,350,1,0,0,0,0,2.9692
500,-50,500,450,1,0,0,0,0,2.9692
500,-50,600,-450,1,0,0,0,0,2.9692
500,-50,600,-350,1,1,1,1,1,29.7668
500,-50,600,-250,1,1,1,1,1,29.7719
500,-50,600,-150,1,1,1,1,1,29.6771
500,-50,600,-50,1,1,1,0,0,3.7872
500,-50,600,50,1,1,1,0,0,6.20941
500,-50,600,150,1,1,1,0,0,4.51651
500,-50,600,250,1,0,0,0,0,4.51651
500,-50,600,350,1,0,0,0,0,4.51651
500,-50,600,450,1,0,0,0,0,4.51651
500,50,200,-450,1,1,1,1,1,3.01E+01
500,50,200,-350,1,1,1,1,1,30.2405
500,50,200,-250,1,1,1,1,1,30.0308
500,50,200,-150,1,1,1,1,1,30.3281
500,50,200,-50,1,1,1,1,1,30.1164
500,50,200,50,1,1,1,1,1,19.6932
500,50,200,150,1,1,1,0,0,4.73364
500,50,200,250,1,1,1,0,0,15.6254
500,50,200,350,1,1,1,1,1,21.3711
500,50,200,450,1,1,1,0,0,2.24203
500,50,300,-450,1,1,1,1,1,30.0693
500,50,300,-350,1,1,1,1,1,30.1336
500,50,300,-250,1,1,1,1,1,30.0709
500,50,300,-150,1,1,1,1,1,30.0497
500,50,300,-50,1,1,1,1,1,30.0933
500,50,300,50,1,1,1,1,1,30.1749
500,50,300,150,1,1,1,1,1,29.3023
500,50,300,250,1,1,1,0,0,2.83251
500,50,300,350,1,1,1,0,0,21.6452
500,50,300,450,1,0,0,0,0,21.6452
500,50,400,-450,1,1,1,1,1,30.0288
500,50,400,-350,1,1,1,1,1,30.0351
500,50,400,-250,1,1,1,1,1,30.0622
500,50,400,-150,1,1,1,1,1,30.0296
500,50,400,-50,1,1,1,1,1,30.0348
500,50,400,50,1,1,1,0,0,2.92285
500,50,400,150,1,1,1,0,0,3.53275
500,50,400,250,1,1,1,0,0,4.53752
500,50,400,350,1,1,1,0,0,7.55277
500,50,400,450,1,0,0,0,0,7.55277
500,50,500,-450,1,1,1,1,1,30.0307
500,50,500,-350,1,1,1,1,1,30.0531
500,50,500,-250,1,1,1,1,1,30.0934
500,50,500,-150,1,1,1,1,1,30.0279
500,50,500,-50,1,1,1,1,1,20.8378
500,50,500,50,1,1,1,0,0,0.000122
500,50,500,150,1,1,1,0,0,0.809595
500,50,500,250,1,1,1,0,0,12.4774
500,50,500,350,1,0,0,0,0,12.4774
500,50,500,450,1,0,0,0,0,12.4774
500,50,600,-450,1,0,0,0,0,12.4774
500,50,600,-350,1,1,1,1,1,30.0792
500,50,600,-250,1,1,1,1,1,30.1079
500,50,600,-150,1,1,1,1,1,30.031
500,50,600,-50,1,1,1,1,1,30.3855
500,50,600,50,1,1,1,0,0,2.50081
500,50,600,150,1,1,1,0,0,6.26593
500,50,600,250,1,0,0,0,0,6.26593
500,50,600,350,1,0,0,0,0,6.26593
500,50,600,450,1,0,0,0,0,6.26593
500,150,200,-450,1,1,1,1,1,30.0578
500,150,200,-350,1,1,1,1,1,3.02E+01
500,150,200,-250,1,1,1,1,1,29.9555
500,150,200,-150,1,1,1,1,1,30.0092
500,150,200,-50,1,1,1,1,1,29.7946
500,150,200,50,1,1,1,1,1,21.3295
500,150,200,150,1,1,1,0,0,7.78253
500,150,200,250,1,1,1,0,0,18.6259
500,150,200,350,1,1,1,0,0,23.6379
500,150,200,450,1,1,1,0,0,3.86527
500,150,300,-450,1,1,1,1,1,30.1162
500,150,300,-350,1,1,1,1,1,30.1633
500,150,300,-250,1,1,1,1,1,29.7825
500,150,300,-150,1,1,1,1,1,29.8543
500,150,300,-50,1,1,1,1,1,29.7763
500,150,300,50,1,1,1,1,1,29.8314
500,150,300,150,1,1,1,1,1,29.5628
500,150,300,250,1,1,1,0,0,6.06051
500,150,300,350,1,1,1,0,0,8.04402
500,150,300,450,1,0,0,0,0,8.04402
500,150,400,-450,1,1,1,1,1,29.9317
500,150,400,-350,1,1,1,1,1,29.9843
500,150,400,-250,1,1,1,1,1,29.8416
500,150,400,-150,1,1,1,1,1,29.8593
500,150,400,-50,1,1,1,1,1,29.8443
500,150,400,50,1,1,1,1,1,29.8418
500,150,400,150,1,1,1,0,0,5.77073
500,150,400,250,1,1,1,0,0,4.38051
500,150,400,350,1,1,1,0,0,13.4817
500,150,400,450,1,0,0,0,0,13.4817
500,150,500,-450,1,1,1,1,1,29.8554
500,150,500,-350,1,1,1,1,1,29.8599
500,150,500,-250,1,1,1,1,1,29.7763
500,150,500,-150,1,1,1,1,1,29.8681
500,150,500,-50,1,1,1,1,1,29.8171
500,150,500,50,1,1,1,1,1,21.5455
500,150,500,150,1,1,1,0,0,9.10E-05
500,150,500,250,1,1,1,0,0,2.84455
500,150,500,350,1,0,0,0,0,2.84455
500,150,500,450,1,0,0,0,0,2.84455
500,150,600,-450,1,0,0,0,0,2.84455
500,150,600,-350,1,1,1,1,1,29.7785
500,150,600,-250,1,1,1,1,1,29.7793
500,150,600,-150,1,1,1,1,1,29.804
500,150,600,-50,1,1,1,1,1,30.0964
500,150,600,50,1,1,1,1,1,29.3831
500,150,600,150,1,1,1,0,0,2.45315
500,150,600,250,1,0,0,0,0,2.45315
500,150,600,350,1,0,0,0,0,2.45315
500,150,600,450,1,0,0,0,0,2.45315
500,250,200,-450,1,1,1,1,1,30.1116
500,250,200,-350,1,1,1,1,1,30.3964
500,250,200,-250,1,1,1,1,1,3.01E+01
500,250,200,-150,1,1,1,1,1,30.1688
500,250,200,-50,1,1,1,1,1,30.0447
500,250,200,50,1,1,1,1,1,22.8111
500,250,200,150,1,1,1,0,0,16.1859
500,250,200,250,1,1,1,1,1,13.7198
500,250,200,350,1,1,1,0,0,16.2135
500,250,200,450,1,1,1,0,0,15.4927
500,250,300,-450,1,1,1,1,1,30.1448
500,250,300,-350,1,1,1,1,1,30.2472
500,250,300,-250,1,1,1,1,1,30.0179
500,250,300,-150,1,1,1,1,1,30.1062
500,250,300,-50,1,1,1,1,1,30.0252
500,250,300,50,1,1,1,1,1,30.0669
500,250,300,150,1,1,1,1,1,29.4592
500,250,300,250,1,1,1,1,1,30.1016
500,250,300,350,1,1,1,0,0,1.8694
500,250,300,450,1,0,0,0,0,1.8694
500,250,400,-450,1,1,1,1,1,30.0494
500,250,400,-350,1,1,1,1,1,30.0734
500,250,400,-250,1,1,1,1,1,30.0849
500,250,400,-150,1,1,1,1,1,30.029
500,250,400,-50,1,1,1,1,1,30.0209
500,250,400,50,1,1,1,1,1,30.0725
500,250,400,150,1,1,1,1,1,29.3209
500,250,400,250,1,1,1,0,0,7.9558
500,250,400,350,1,1,1,0,0,6.00098
500,250,400,450,1,0,0,0,0,6.00098
500,250,500,-450,1,1,1,1,1,30.0262
500,250,500,-350,1,1,1,1,1,30.1114
500,250,500,-250,1,1,1,1,1,30.0253
500,250,500,-150,1,1,1,1,1,30.039
500,250,500,-50,1,1,1,1,1,30.0434
500,250,500,50,1,1,1,1,1,30.0836
500,250,500,150,1,1,1,1,1,23.275
500,250,500,250,1,1,1,0,0,0.000122
500,250,500,350,1,0,0,0,0,0.000122
500,250,500,450,1,0,0,0,0,0.000122
500,250,600,-450,1,0,0,0,0,0.000122
500,250,600,-350,1,1,1,1,1,30.0203
500,250,600,-250,1,1,1,1,1,30.0313
500,250,600,-150,1,1,1,1,1,30.0154
500,250,600,-50,1,1,1,1,1,30.2861
500,250,600,50,1,1,1,1,1,29.3361
500,250,600,150,1,1,1,1,1,30.0407
500,250,600,250,1,0,0,1,0,30.0407
500,250,600,350,1,0,0,1,0,30.0407
500,250,600,450,1,0,0,1,0,30.0407
500,350,200,-450,1,1,1,1,1,29.902
500,350,200,-350,1,1,1,1,1,30.0594
500,350,200,-250,1,1,1,1,1,29.7922
500,350,200,-150,1,1,1,1,1,29.9908
500,350,200,-50,1,1,1,1,1,29.7442
500,350,200,50,1,1,1,1,1,25.0339
500,350,200,150,1,1,1,0,0,3.22321
500,350,200,250,1,1,1,1,1,22.2989
500,350,200,350,1,1,1,0,0,16.8949
500,350,200,450,1,1,1,0,0,9.09041
500,350,300,-450,1,1,1,1,1,29.9461
500,350,300,-350,1,1,1,1,1,30.0236
500,350,300,-250,1,1,1,1,1,29.6834
500,350,300,-150,1,1,1,1,1,29.761
500,350,300,-50,1,1,1,1,1,29.7101
500,350,300,50,1,1,1,1,1,29.8466
500,350,300,150,1,1,1,1,1,29.5313
500,350,300,250,1,1,1,1,1,29.7656
500,350,300,350,1,1,1,0,0,20.9324
500,350,300,450,1,0,0,0,0,20.9324
500,350,400,-450,1,1,1,1,1,29.7614
500,350,400,-350,1,1,1,1,1,29.8284
500,350,400,-250,1,1,1,1,1,29.7604
500,350,400,-150,1,1,1,1,1,29.7027
500,350,400,-50,1,1,1,1,1,29.6808
500,350,400,50,1,1,1,1,1,29.8597
500,350,400,150,1,1,1,1,1,29.2878
500,350,400,250,1,1,1,1,1,25.9594
500,350,400,350,1,1,1,0,0,7.53933
500,350,400,450,1,0,0,0,0,7.53933
500,350,500,-450,1,1,1,1,1,29.695
500,350,500,-350,1,1,1,1,1,29.7671
500,350,500,-250,1,1,1,1,1,29.7102
500,350,500,-150,1,1,1,1,1,29.7234
500,350,500,-50,1,1,1,1,1,29.7093
500,350,500,50,1,1,1,1,1,29.8515
500,350,500,150,1,1,1,1,1,28.7584
500,350,500,250,1,1,1,1,1,15.52
500,350,500,350,1,0,0,1,0,15.52
500,350,500,450,1,0,0,1,0,15.52
500,350,600,-450,1,0,0,1,0,15.52
500,350,600,-350,1,1,1,1,1,29.6926
500,350,600,-250,1,1,1,1,1,29.7246
500,350,600,-150,1,1,1,1,1,29.6699
500,350,600,-50,1,1,1,1,1,30.0428
500,350,600,50,1,1,1,1,1,29.3158
500,350,600,150,1,1,1,1,1,29.7262
500,350,600,250,1,0,0,1,0,29.7262
500,350,600,350,1,0,0,1,0,29.7262
500,350,600,450,1,0,0,1,0,29.7262
500,450,200,-450,1,1,1,1,1,30.0833
500,450,200,-350,1,1,1,1,1,30.1958
500,450,200,-250,1,1,1,1,1,29.991
500,450,200,-150,1,1,1,1,1,30.0257
500,450,200,-50,1,1,1,1,1,29.8329
500,450,200,50,1,1,1,1,1,23.8175
500,450,200,150,1,1,1,0,0,49.117
500,450,200,250,1,1,1,1,1,17.7822
500,450,200,350,1,1,1,0,0,15.702
500,450,200,450,1,1,1,0,0,3.27477
500,450,300,-450,1,1,1,1,1,30.1368
500,450,300,-350,1,1,1,1,1,30.2175
500,450,300,-250,1,1,1,1,1,29.8427
500,450,300,-150,1,1,1,1,1,29.8941
500,450,300,-50,1,1,1,1,1,29.8304
500,450,300,50,1,1,1,1,1,29.8576
500,450,300,150,1,1,1,1,1,29.5571
500,450,300,250,1,1,1,1,1,29.9069
500,450,300,350,1,1,1,1,1,12.7894
500,450,300,450,1,0,0,1,0,12.7894
500,450,400,-450,1,1,1,1,1,29.9699
500,450,400,-350,1,1,1,1,1,30.0169
500,450,400,-250,1,1,1,1,1,29.8775
500,450,400,-150,1,1,1,1,1,29.9188
500,450,400,-50,1,1,1,1,1,29.8966
500,450,400,50,1,1,1,1,1,29.8653
500,450,400,150,1,1,1,1,1,29.3672
500,450,400,250,1,1,1,1,1,29.8276
500,450,400,350,1,1,1,1,1,13.1699
500,450,400,450,1,0,0,1,0,13.1699
500,450,500,-450,1,1,1,1,1,29.914
500,450,500,-350,1,1,1,1,1,29.8995
500,450,500,-250,1,1,1,1,1,29.8305
500,450,500,-150,1,1,1,1,1,29.9239
500,450,500,-50,1,1,1,1,1,29.8615
500,450,500,50,1,1,1,1,1,30.0354
500,450,500,150,1,1,1,1,1,28.895
500,450,500,250,1,1,1,1,1,29.9213
500,450,500,350,1,0,0,1,0,29.9213
500,450,500,450,1,0,0,1,0,29.9213
500,450,600,-450,1,0,0,1,0,29.9213
500,450,600,-350,1,1,1,1,1,29.8375
500,450,600,-250,1,1,1,1,1,29.8276
500,450,600,-150,1,1,1,1,1,29.8642
500,450,600,-50,1,1,1,1,1,30.1239
500,450,600,50,1,1,1,1,1,29.3887
500,450,600,150,1,1,1,1,1,29.9242
500,450,600,250,1,0,0,1,0,29.9242
500,450,600,350,1,0,0,1,0,29.9242
500,450,600,450,1,0,0,1,0,29.9242
600,-450,200,-450,0,1,0,1,0,30.0833
600,-450,200,-350,0,1,0,1,0,30.1958
600,-450,200,-250,0,1,0,1,0,29.991
600,-450,200,-150,0,1,0,1,0,30.0257
600,-450,200,-50,0,1,0,1,0,29.8329
600,-450,200,50,0,1,0,1,0,23.8175
600,-450,200,150,0,1,0,0,0,49.117
600,-450,200,250,0,1,0,1,0,17.7822
600,-450,200,350,0,1,0,0,0,15.702
600,-450,200,450,0,1,0,0,0,3.27477
600,-450,300,-450,0,1,0,1,0,30.1368
600,-450,300,-350,0,1,0,1,0,30.2175
600,-450,300,-250,0,1,0,1,0,29.8427
600,-450,300,-150,0,1,0,1,0,29.8941
600,-450,300,-50,0,1,0,1,0,29.8304
600,-450,300,50,0,1,0,1,0,29.8576
600,-450,300,150,0,1,0,1,0,29.5571
600,-450,300,250,0,1,0,1,0,29.9069
600,-450,300,350,0,1,0,1,0,12.7893
600,-450,300,450,0,0,0,1,0,12.7893
600,-450,400,-450,0,1,0,1,0,29.9699
600,-450,400,-350,0,1,0,1,0,30.0169
600,-450,400,-250,0,1,0,1,0,29.8775
600,-450,400,-150,0,1,0,1,0,29.9188
600,-450,400,-50,0,1,0,1,0,29.8966
600,-450,400,50,0,1,0,1,0,29.8653
600,-450,400,150,0,1,0,1,0,29.3672
600,-450,400,250,0,1,0,1,0,29.8276
600,-450,400,350,0,1,0,1,0,13.1699
600,-450,400,450,0,0,0,1,0,13.1699
600,-450,500,-450,0,1,0,1,0,29.914
600,-450,500,-350,0,1,0,1,0,29.8995
600,-450,500,-250,0,1,0,1,0,29.8305
600,-450,500,-150,0,1,0,1,0,29.9239
600,-450,500,-50,0,1,0,1,0,29.8615
600,-450,500,50,0,1,0,1,0,30.0354
600,-450,500,150,0,1,0,1,0,28.895
600,-450,500,250,0,1,0,1,0,29.9213
600,-450,500,350,0,0,0,1,0,29.9213
600,-450,500,450,0,0,0,1,0,29.9213
600,-450,600,-450,0,0,0,1,0,29.9213
600,-450,600,-350,0,1,0,1,0,29.8375
600,-450,600,-250,0,1,0,1,0,29.8276
600,-450,600,-150,0,1,0,1,0,29.8642
600,-450,600,-50,0,1,0,1,0,30.1239
600,-450,600,50,0,1,0,1,0,29.3887
600,-450,600,150,0,1,0,1,0,29.9242
600,-450,600,250,0,0,0,1,0,29.9242
600,-450,600,350,0,0,0,1,0,29.9242
600,-450,600,450,0,0,0,1,0,29.9242
600,-350,200,-450,0,1,0,1,0,30.0833
600,-350,200,-350,0,1,0,1,0,30.1958
600,-350,200,-250,0,1,0,1,0,29.991
600,-350,200,-150,0,1,0,1,0,30.0257
600,-350,200,-50,0,1,0,1,0,29.8329
600,-350,200,50,0,1,0,1,0,23.8175
600,-350,200,150,0,1,0,0,0,49.117
600,-350,200,250,0,1,0,1,0,17.7822
600,-350,200,350,0,1,0,0,0,15.702
600,-350,200,450,0,1,0,0,0,3.27477
600,-350,300,-450,0,1,0,1,0,30.1368
600,-350,300,-350,0,1,0,1,0,30.2175
600,-350,300,-250,0,1,0,1,0,29.8427
600,-350,300,-150,0,1,0,1,0,29.8941
600,-350,300,-50,0,1,0,1,0,29.8304
600,-350,300,50,0,1,0,1,0,29.8576
600,-350,300,150,0,1,0,1,0,29.5571
600,-350,300,250,0,1,0,1,0,29.9069
600,-350,300,350,0,1,0,1,0,12.7894
600,-350,300,450,0,0,0,1,0,12.7894
600,-350,400,-450,0,1,0,1,0,29.9699
600,-350,400,-350,0,1,0,1,0,30.0169
600,-350,400,-250,0,1,0,1,0,29.8775
600,-350,400,-150,0,1,0,1,0,29.9188
600,-350,400,-50,0,1,0,1,0,29.8966
600,-350,400,50,0,1,0,1,0,29.8653
600,-350,400,150,0,1,0,1,0,29.3672
600,-350,400,250,0,1,0,1,0,29.8276
600,-350,400,350,0,1,0,1,0,13.1699
600,-350,400,450,0,0,0,1,0,13.1699
600,-350,500,-450,0,1,0,1,0,29.914
600,-350,500,-350,0,1,0,1,0,29.8995
600,-350,500,-250,0,1,0,1,0,29.8305
600,-350,500,-150,0,1,0,1,0,29.9239
600,-350,500,-50,0,1,0,1,0,29.8615
600,-350,500,50,0,1,0,1,0,30.0354
600,-350,500,150,0,1,0,1,0,28.895
600,-350,500,250,0,1,0,1,0,29.9213
600,-350,500,350,0,0,0,1,0,29.9213
600,-350,500,450,0,0,0,1,0,29.9213
600,-350,600,-450,0,0,0,1,0,29.9213
600,-350,600,-350,0,1,0,1,0,29.8375
600,-350,600,-250,0,1,0,1,0,29.8276
600,-350,600,-150,0,1,0,1,0,29.8642
600,-350,600,-50,0,1,0,1,0,30.1239
600,-350,600,50,0,1,0,1,0,29.3887
600,-350,600,150,0,1,0,1,0,29.9242
600,-350,600,250,0,0,0,1,0,29.9242
600,-350,600,350,0,0,0,1,0,29.9242
600,-350,600,450,0,0,0,1,0,29.9242
600,-250,200,-450,0,1,0,1,0,30.0833
600,-250,200,-350,0,1,0,1,0,30.1958
600,-250,200,-250,0,1,0,1,0,29.991
600,-250,200,-150,0,1,0,1,0,30.0257
600,-250,200,-50,0,1,0,1,0,29.8329
600,-250,200,50,0,1,0,1,0,23.8175
600,-250,200,150,0,1,0,0,0,49.117
600,-250,200,250,0,1,0,1,0,1.78E+01
600,-250,200,350,0,1,0,0,0,15.702
600,-250,200,450,0,1,0,0,0,3.27477
600,-250,300,-450,0,1,0,1,0,30.1368
600,-250,300,-350,0,1,0,1,0,30.2175
600,-250,300,-250,0,1,0,1,0,29.8427
600,-250,300,-150,0,1,0,1,0,29.8941
600,-250,300,-50,0,1,0,1,0,29.8304
600,-250,300,50,0,1,0,1,0,29.8576
600,-250,300,150,0,1,0,1,0,29.5571
600,-250,300,250,0,1,0,1,0,29.9069
600,-250,300,350,0,1,0,1,0,12.7894
600,-250,300,450,0,0,0,1,0,12.7894
600,-250,400,-450,0,1,0,1,0,29.9699
600,-250,400,-350,0,1,0,1,0,30.0169
600,-250,400,-250,0,1,0,1,0,29.8775
600,-250,400,-150,0,1,0,1,0,29.9188
600,-250,400,-50,0,1,0,1,0,29.8966
600,-250,400,50,0,1,0,1,0,29.8653
600,-250,400,150,0,1,0,1,0,29.3672
600,-250,400,250,0,1,0,1,0,29.8276
600,-250,400,350,0,1,0,1,0,13.1699
600,-250,400,450,0,0,0,1,0,13.1699
600,-250,500,-450,0,1,0,1,0,29.914
600,-250,500,-350,0,1,0,1,0,29.8995
600,-250,500,-250,0,1,0,1,0,29.8305
600,-250,500,-150,0,1,0,1,0,29.9239
600,-250,500,-50,0,1,0,1,0,29.8615
600,-250,500,50,0,1,0,1,0,30.0354
600,-250,500,150,0,1,0,1,0,28.895
600,-250,500,250,0,1,0,1,0,29.9213
600,-250,500,350,0,0,0,1,0,29.9213
600,-250,500,450,0,0,0,1,0,29.9213
600,-250,600,-450,0,0,0,1,0,29.9213
600,-250,600,-350,0,1,0,1,0,29.8375
600,-250,600,-250,0,1,0,1,0,29.8276
600,-250,600,-150,0,1,0,1,0,29.8642
600,-250,600,-50,0,1,0,1,0,30.1239
600,-250,600,50,0,1,0,1,0,29.3887
600,-250,600,150,0,1,0,1,0,29.9242
600,-250,600,250,0,0,0,1,0,29.9242
600,-250,600,350,0,0,0,1,0,29.9242
600,-250,600,450,0,0,0,1,0,29.9242
600,-150,200,-450,1,1,1,1,1,29.773
600,-150,200,-350,1,1,1,1,1,30.0177
600,-150,200,-250,1,1,1,1,1,29.6789
600,-150,200,-150,1,1,1,1,1,30.0174
600,-150,200,-50,1,1,1,1,1,29.7448
600,-150,200,50,1,1,1,1,1,21.6972
600,-150,200,150,1,1,1,0,0,13.8838
600,-150,200,250,1,1,1,1,1,24.1437
600,-150,200,350,1,1,1,1,1,1.79E+01
600,-150,200,450,1,1,1,0,0,11.5942
600,-150,300,-450,1,1,1,1,1,29.8311
600,-150,300,-350,1,1,1,1,1,29.9433
600,-150,300,-250,1,1,1,1,1,29.7338
600,-150,300,-150,1,1,1,1,1,29.7217
600,-150,300,-50,1,1,1,1,1,29.7311
600,-150,300,50,1,1,1,0,0,24.1649
600,-150,300,150,1,1,1,0,0,7.02456
600,-150,300,250,1,1,1,0,0,5.72001
600,-150,300,350,1,1,1,0,0,18.1215
600,-150,300,450,1,0,0,0,0,18.1215
600,-150,400,-450,1,1,1,1,1,29.6646
600,-150,400,-350,1,1,1,1,1,29.7007
600,-150,400,-250,1,1,1,1,1,29.7319
600,-150,400,-150,1,1,1,1,1,29.6482
600,-150,400,-50,1,1,1,1,1,24.0313
600,-150,400,50,1,1,1,0,0,19.2578
600,-150,400,150,1,1,1,0,0,10.4911
600,-150,400,250,1,1,1,0,0,7.2878
600,-150,400,350,1,1,1,0,0,18.4524
600,-150,400,450,1,0,0,0,0,18.4524
600,-150,500,-450,1,1,1,1,1,29.6484
600,-150,500,-350,1,1,1,1,1,29.7282
600,-150,500,-250,1,1,1,1,1,29.7311
600,-150,500,-150,1,1,1,0,0,4.4356
600,-150,500,-50,1,1,1,0,0,2.5292
600,-150,500,50,1,1,1,0,0,4.51629
600,-150,500,150,1,1,1,0,0,27.6669
600,-150,500,250,1,1,1,0,0,1.17991
600,-150,500,350,1,0,0,0,0,1.17991
600,-150,500,450,1,0,0,0,0,1.17991
600,-150,600,-450,1,0,0,0,0,1.17991
600,-150,600,-350,1,1,1,1,1,29.7211
600,-150,600,-250,1,1,1,1,1,10.9412
600,-150,600,-150,1,1,1,0,0,9.10E-05
600,-150,600,-50,1,1,1,0,0,2.26129
600,-150,600,50,1,1,1,0,0,17.2351
600,-150,600,150,1,1,1,0,0,16.0646
600,-150,600,250,1,0,0,0,0,16.0646
600,-150,600,350,1,0,0,0,0,16.0646
600,-150,600,450,1,0,0,0,0,16.0646
600,-50,200,-450,1,1,1,1,1,29.012
600,-50,200,-350,1,1,1,1,1,29.1716
600,-50,200,-250,1,1,1,1,1,29.089
600,-50,200,-150,1,1,1,1,1,29.3575
600,-50,200,-50,1,1,1,1,1,29.0146
600,-50,200,50,1,1,1,0,0,5.49495
600,-50,200,150,1,1,1,1,1,13.5813
600,-50,200,250,1,1,1,1,1,29.0855
600,-50,200,350,1,1,1,1,1,29.0075
600,-50,200,450,1,1,1,0,0,6.30E+00
600,-50,300,-450,1,1,1,1,1,28.9977
600,-50,300,-350,1,1,1,1,1,29.0306
600,-50,300,-250,1,1,1,1,1,29.3338
600,-50,300,-150,1,1,1,1,1,29.0117
600,-50,300,-50,1,1,1,1,1,29.0549
600,-50,300,50,1,1,1,1,1,29.3885
600,-50,300,150,1,1,1,0,0,20.6043
600,-50,300,250,1,1,1,0,0,1.8074
600,-50,300,350,1,1,1,0,0,2.96747
600,-50,300,450,1,0,0,0,0,2.96747
600,-50,400,-450,1,1,1,1,1,29.0719
600,-50,400,-350,1,1,1,1,1,29.0495
600,-50,400,-250,1,1,1,1,1,29.0011
600,-50,400,-150,1,1,1,1,1,29.091
600,-50,400,-50,1,1,1,1,1,29.0943
600,-50,400,50,1,1,1,1,1,19.7593
600,-50,400,150,1,1,1,0,0,17.91
600,-50,400,250,1,1,1,0,0,11.8142
600,-50,400,350,1,1,1,0,0,1.68039
600,-50,400,450,1,0,0,0,0,1.68039
600,-50,500,-450,1,1,1,1,1,29.0926
600,-50,500,-350,1,1,1,1,1,29.01
600,-50,500,-250,1,1,1,1,1,29.0542
600,-50,500,-150,1,1,1,1,1,29.0838
600,-50,500,-50,1,1,1,0,0,4.59047
600,-50,500,50,1,1,1,0,0,5.1388
600,-50,500,150,1,1,1,0,0,2.29894
600,-50,500,250,1,1,1,0,0,29.0546
600,-50,500,350,1,0,0,0,0,29.0546
600,-50,500,450,1,0,0,0,0,29.0546
600,-50,600,-450,1,0,0,0,0,29.0546
600,-50,600,-350,1,1,1,1,1,29.067
600,-50,600,-250,1,1,1,1,1,29.0396
600,-50,600,-150,1,1,1,1,1,17.3931
600,-50,600,-50,1,1,1,0,0,0
600,-50,600,50,1,1,1,0,0,2.55748
600,-50,600,150,1,1,1,0,0,16.2878
600,-50,600,250,1,0,0,0,0,16.2878
600,-50,600,350,1,0,0,0,0,16.2878
600,-50,600,450,1,0,0,0,0,16.2878
600,50,200,-450,1,1,1,1,1,29.7882
600,50,200,-350,1,1,1,1,1,30.0244
600,50,200,-250,1,1,1,1,1,29.6952
600,50,200,-150,1,1,1,1,1,30.007
600,50,200,-50,1,1,1,1,1,29.741
600,50,200,50,1,1,1,0,0,30.0167
600,50,200,150,1,1,1,0,0,8.50903
600,50,200,250,1,1,1,0,0,9.71983
600,50,200,350,1,1,1,1,1,29.7358
600,50,200,450,1,1,1,0,0,22.7407
600,50,300,-450,1,1,1,1,1,2.98E+01
600,50,300,-350,1,1,1,1,1,29.9598
600,50,300,-250,1,1,1,1,1,29.7092
600,50,300,-150,1,1,1,1,1,29.7279
600,50,300,-50,1,1,1,1,1,29.7222
600,50,300,50,1,1,1,1,1,29.8981
600,50,300,150,1,1,1,0,0,8.32042
600,50,300,250,1,1,1,0,0,9.2635
600,50,300,350,1,1,1,0,0,25.1685
600,50,300,450,1,0,0,0,0,25.1685
600,50,400,-450,1,1,1,1,1,29.6768
600,50,400,-350,1,1,1,1,1,29.7211
600,50,400,-250,1,1,1,1,1,29.7354
600,50,400,-150,1,1,1,1,1,29.6498
600,50,400,-50,1,1,1,1,1,29.6479
600,50,400,50,1,1,1,1,1,29.9087
600,50,400,150,1,1,1,0,0,2.422
600,50,400,250,1,1,1,0,0,2.87316
600,50,400,350,1,1,1,0,0,22.4601
600,50,400,450,1,0,0,0,0,22.4601
600,50,500,-450,1,1,1,1,1,29.648
600,50,500,-350,1,1,1,1,1,29.7343
600,50,500,-250,1,1,1,1,1,29.7222
600,50,500,-150,1,1,1,1,1,29.6609
600,50,500,-50,1,1,1,1,1,29.6665
600,50,500,50,1,1,1,0,0,6.99826
600,50,500,150,1,1,1,0,0,1.71933
600,50,500,250,1,1,1,0,0,11.3059
600,50,500,350,1,0,0,0,0,11.3059
600,50,500,450,1,0,0,0,0,11.3059
600,50,600,-450,1,0,0,0,0,11.3059
600,50,600,-350,1,1,1,1,1,29.7101
600,50,600,-250,1,1,1,1,1,29.7308
600,50,600,-150,1,1,1,1,1,29.6569
600,50,600,-50,1,1,1,1,1,17.4552
600,50,600,50,1,1,1,0,0,0
600,50,600,150,1,1,1,0,0,1.7113
600,50,600,250,1,0,0,0,0,1.7113
600,50,600,350,1,0,0,0,0,1.7113
600,50,600,450,1,0,0,0,0,1.7113
600,150,200,-450,1,1,1,1,1,29.9166
600,150,200,-350,1,1,1,1,1,30.1028
600,150,200,-250,1,1,1,1,1,29.9277
600,150,200,-150,1,1,1,1,1,30.2834
600,150,200,-50,1,1,1,1,1,29.9429
600,150,200,50,1,1,1,1,1,18.616
600,150,200,150,1,1,1,0,0,5.37848
600,150,200,250,1,1,1,0,0,24.1623
600,150,200,350,1,1,1,1,1,29.9168
600,150,200,450,1,1,1,0,0,3.18389
600,150,300,-450,1,1,1,1,1,29.9185
600,150,300,-350,1,1,1,1,1,3.00E+01
600,150,300,-250,1,1,1,1,1,30.0516
600,150,300,-150,1,1,1,1,1,29.9168
600,150,300,-50,1,1,1,1,1,29.9826
600,150,300,50,1,1,1,1,1,30.2117
600,150,300,150,1,1,1,1,1,29.1766
600,150,300,250,1,1,1,0,0,4.80245
600,150,300,350,1,1,1,0,0,7.41385
